game_id,week,home_team,away_team,went_ot,home_shots,away_shots,home_xg,away_xg,home_max_xg,away_max_xg,home_goals,away_goals,home_assists,away_assists,home_penalties_committed,away_penalties_committed,home_penalties_drawn,away_penalties_drawn,home_penalty_minutes,away_penalty_minutes,home_pp_opportunities,away_pp_opportunities,home_pp_minutes,away_pp_minutes,home_pp_goals,away_pp_goals,home_pp_xg,away_pp_xg
509,34,China,Slovenia,0,37,31,3.9705,2.8177,0.1639,0.2129,1,2,2,4,8,5,5,8,16,10,5,8,10,16,0,0,0.9631,1.3431
510,34,Ukraine,Great Britain,0,32,24,3.6721,2.889,0.1532,0.2283,4,0,5,0,5,7,7,5,10,14,7,5,14,10,2,0,2.4273,1.6077
511,34,Netherlands,Finland,0,24,21,2.9021,2.3395,0.2137,0.1702,2,1,4,1,6,8,8,6,12,16,8,6,16,12,2,0,1.5599,0.9145
512,34,Russia,Slovakia,0,43,23,5.7791,1.6964,0.2314,0.1276,8,2,14,4,3,9,9,3,6,18,9,3,18,6,4,0,2.3482,0.3829
513,34,Poland,France,0,30,25,2.8995,3.5912,0.1421,0.179,1,4,2,7,11,5,5,11,22,10,5,11,10,22,0,2,0.9743,2.445
514,35,Switzerland,Ukraine,0,23,29,2.4342,2.875,0.1818,0.1238,3,5,5,7,8,5,5,8,16,10,5,8,10,16,0,2,0,1.8904
515,35,Russia,Czech Republic,1,40,36,5.2412,4.0223,0.2225,0.2416,4,5,7,8,4,15,15,4,8,30,15,4,30,8,3,1,3.4282,1.0684
516,35,Austria,Denmark,1,16,36,1.8538,3.5722,0.1806,0.195,4,3,5,5,5,4,4,5,10,8,4,5,8,10,0,0,0.3,0.849
517,35,Germany,China,0,28,15,3.4625,1.6991,0.2104,0.1753,4,2,6,3,3,8,8,3,6,16,8,3,16,6,1,1,2.3445,0.3821
518,35,Hungary,Croatia,1,34,29,3.8001,3.4569,0.1686,0.2302,3,2,6,4,7,7,7,7,14,14,7,7,14,14,0,0,0.8265,1.1016
519,35,United States,France,1,40,31,3.6885,3.6983,0.1546,0.183,4,3,5,4,7,8,8,7,14,16,8,7,16,14,1,0,1.4423,1.1324
520,35,Netherlands,Poland,1,29,35,3.5338,3.7125,0.2196,0.1566,2,3,3,5,9,10,10,9,18,20,10,9,20,18,1,2,1.4498,1.6129
521,35,Finland,Italy,0,19,16,2.332,1.4244,0.1878,0.1183,1,2,2,4,5,4,4,5,10,8,4,5,8,10,0,1,0.1607,0.5913
522,35,Romania,Estonia,0,21,24,2.6893,2.6851,0.231,0.1674,2,0,1,0,8,6,6,8,16,12,6,8,12,16,0,0,1.2711,0.9182
523,35,Latvia,Norway,0,20,21,2.6639,1.6721,0.2301,0.1451,3,0,5,0,2,7,7,2,4,14,7,2,14,4,1,0,1.2448,0.2347
524,35,Slovenia,Slovakia,0,24,34,2.6971,3.037,0.1612,0.2091,0,3,0,5,6,6,6,6,12,12,6,6,12,12,0,1,0.1567,0.9378
525,35,Belarus,Sweden,0,28,30,2.8302,2.7478,0.2161,0.1648,4,1,5,2,6,8,8,6,12,16,8,6,16,12,0,0,0.7715,0.4832
526,35,Great Britain,Kazakhstan,0,25,17,2.7584,2.0051,0.1553,0.1578,2,0,4,0,8,8,8,8,16,16,8,8,16,16,1,0,1.0969,1.0069
527,35,Japan,Canada,0,27,40,2.8234,4.1041,0.1711,0.1483,2,3,4,4,8,4,4,8,16,8,4,8,8,16,0,0,0.5552,1.0253
528,35,Spain,Belgium,0,32,26,4.6337,2.5057,0.2707,0.1636,6,1,9,2,3,12,12,3,6,24,12,3,24,6,4,0,2.3872,0.4505
529,35,Lithuania,South Korea,0,24,32,3.007,3.5442,0.2331,0.1462,1,5,2,7,5,5,5,5,10,10,5,5,10,10,1,4,1.2358,1.9729
530,36,Russia,France,0,41,33,3.7114,3.6724,0.1467,0.1559,4,5,7,8,7,8,8,7,14,16,8,7,16,14,1,2,0.8465,1.3313
531,36,United States,Italy,0,27,27,2.9821,2.6139,0.2328,0.2155,1,6,1,8,6,6,6,6,12,12,6,6,12,12,0,1,1.1386,0.9164
532,36,Switzerland,Denmark,0,15,21,2.0227,2.222,0.2316,0.1545,1,3,0,6,5,6,6,5,10,12,6,5,12,10,0,1,0.3867,0.6135
533,36,Latvia,Hungary,0,22,23,3.6638,2.0007,0.2457,0.1499,4,1,8,2,3,13,13,3,8,26,13,3,26,8,0,1,1.8969,0.448
534,36,Slovenia,Belarus,1,27,16,3.0036,1.5298,0.228,0.1401,2,1,3,1,3,11,11,3,6,22,11,3,22,6,1,0,1.5402,0.4085
535,36,Finland,Czech Republic,0,31,26,3.6099,3.2752,0.2303,0.2407,2,1,3,2,5,5,5,5,10,10,5,5,10,10,1,0,1.3426,1.0669
536,36,Romania,China,0,28,20,3.3074,2.1853,0.2346,0.1465,0,2,0,4,7,11,11,7,14,22,11,7,22,14,0,2,1.5794,1.2356
537,36,Great Britain,Lithuania,0,25,24,2.9263,2.787,0.2086,0.234,1,2,2,4,7,6,6,7,14,12,6,7,12,14,1,2,0.741,1.6099
538,36,Poland,Sweden,0,28,17,2.8158,1.5282,0.2276,0.1229,3,4,2,6,6,9,9,6,12,18,9,6,18,12,1,0,0.8716,0
539,36,Netherlands,South Korea,0,29,27,3.4067,2.8978,0.1503,0.1688,5,3,8,6,6,6,6,6,14,12,6,6,12,14,1,0,1.4336,0.4297
540,36,Estonia,Norway,0,34,26,3.2644,2.9536,0.1493,0.2516,7,1,11,2,9,7,7,9,18,14,7,9,14,18,2,1,0.9276,1.847
541,36,Kazakhstan,Austria,0,35,25,3.5223,2.583,0.2173,0.1419,4,0,5,0,5,5,5,5,10,10,5,5,10,10,0,0,1.6354,1.3904
542,36,Ukraine,Japan,1,27,30,2.2323,3.4017,0.2084,0.1471,3,2,5,3,7,4,4,7,14,8,4,7,8,14,0,1,0.539,2.2347
543,36,Slovakia,Croatia,0,33,26,3.4827,2.5421,0.2069,0.1485,2,3,3,4,1,8,8,1,2,16,8,1,16,2,2,0,1.6403,0.1485
544,36,Canada,Spain,0,32,21,3.3608,1.9881,0.1671,0.1618,6,2,10,4,6,5,5,6,12,10,5,6,10,12,1,0,0.3331,0.3235
545,36,Germany,Belgium,0,19,20,1.9889,2.4434,0.1443,0.2211,2,1,2,1,7,3,3,7,14,6,3,7,6,14,2,1,0.4206,0.7145
546,37,Lithuania,Czech Republic,0,22,22,2.3598,2.382,0.2209,0.1512,7,3,8,5,10,7,7,10,20,14,7,10,14,20,2,1,1.211,0.7754
547,37,Slovenia,Canada,0,21,27,2.2172,2.7878,0.2243,0.1529,1,2,0,2,7,8,8,7,14,16,8,7,16,14,0,0,0.7663,0.5996
548,37,Belarus,Netherlands,1,25,19,3.0088,1.6193,0.2264,0.1451,1,2,2,3,3,4,4,3,6,11,4,3,11,6,1,0,1.5901,0.1399
549,37,Japan,Poland,0,30,30,4.0595,2.8144,0.2336,0.1798,2,0,4,0,4,13,13,4,8,26,13,4,26,8,1,0,1.8978,0.3085
550,37,Russia,Germany,0,28,25,3.8527,2.3941,0.2541,0.1455,5,1,7,1,7,8,8,7,14,16,8,7,16,14,2,0,1.8492,0.7159
551,37,Switzerland,Kazakhstan,0,16,24,1.7977,2.4471,0.1775,0.1968,1,2,0,3,5,7,7,5,10,14,7,5,14,10,0,1,0,0.9458
552,37,Denmark,Sweden,1,34,28,3.7985,3.1894,0.2086,0.1704,3,2,6,4,5,14,14,5,10,28,14,5,28,10,2,1,1.2302,1.0265
553,37,Slovakia,Italy,0,23,34,1.8616,3.247,0.1265,0.1435,1,4,2,7,4,5,5,4,8,10,5,4,10,8,0,0,0.1265,0.9678
554,37,Ukraine,Belgium,0,27,31,2.7222,3.1463,0.189,0.1992,3,4,3,7,8,3,3,8,16,6,3,8,6,16,2,2,0.5013,1.7242
555,37,China,South Korea,0,39,24,4.7907,2.111,0.2176,0.1508,6,1,9,2,1,6,6,1,2,12,6,1,12,2,3,0,2.1298,0.1508
556,37,Hungary,Latvia,0,25,22,2.5462,2.5964,0.1585,0.2277,2,1,1,1,4,5,5,4,8,10,5,4,10,8,1,0,0.7858,0.793
557,37,Finland,France,0,35,10,4.4621,1.2171,0.2364,0.1608,5,2,8,4,8,13,13,8,18,26,13,8,26,18,0,1,1.438,0.4526
558,37,Romania,Croatia,0,24,23,2.9157,2.9951,0.1848,0.2315,2,3,4,6,9,5,5,9,18,10,5,9,10,18,1,1,0.74,1.2964
559,37,United States,Great Britain,0,27,28,2.9675,2.9416,0.1672,0.2404,0,1,0,1,9,7,7,9,18,14,7,9,14,18,0,0,0.7891,0.6874
560,38,Latvia,Russia,0,34,20,4.2433,1.9231,0.1625,0.1404,2,0,3,0,4,9,9,4,8,18,9,4,18,8,1,0,1.9695,0.4165
561,38,United States,Canada,0,20,27,2.1195,2.9664,0.1686,0.238,2,3,3,5,6,3,3,6,12,6,3,6,6,12,0,1,0.1353,0.9904
562,38,Austria,Finland,0,31,43,3.312,4.6358,0.1578,0.2252,5,4,8,7,9,5,5,9,18,10,5,9,10,18,0,1,0.9734,1.4338
563,38,Italy,Switzerland,0,22,14,2.3699,1.4386,0.2181,0.1416,4,1,4,2,4,5,5,4,8,10,5,4,10,8,3,0,0.926,0.3946
564,38,China,Romania,1,40,30,4.9608,3.0503,0.2296,0.1652,4,5,8,7,7,11,11,7,14,22,11,7,22,14,1,1,1.1484,1.6263
565,38,Japan,Slovenia,0,25,31,2.6577,2.712,0.1526,0.148,4,0,7,0,3,3,3,3,6,6,3,3,6,6,1,0,0.7628,0.7121
566,38,Poland,Spain,0,35,25,4.3039,2.869,0.2365,0.2175,3,2,6,3,12,7,7,12,24,14,7,12,14,24,2,1,1.7278,0.5435
567,38,Croatia,Great Britain,0,26,26,2.9508,3.3578,0.1703,0.1965,4,3,3,5,4,7,7,4,8,16,7,4,16,8,0,0,0.4713,0.7578
568,38,Belarus,Germany,0,31,19,3.9424,1.7636,0.2161,0.1375,4,2,6,3,3,11,11,3,6,22,11,3,22,6,3,1,2.1468,0.6838
569,38,Sweden,South Korea,0,29,26,3.5778,2.8763,0.2453,0.1674,3,0,4,0,5,8,8,5,10,16,8,5,16,10,1,0,1.188,0.7729
570,38,Lithuania,Estonia,0,18,22,2.1159,1.8193,0.1353,0.2064,3,2,5,4,6,2,2,6,12,4,2,6,4,12,1,0,0.668,0.6663
571,38,Hungary,Denmark,0,21,14,2.6682,1.6578,0.1805,0.1542,2,3,2,3,8,9,9,8,16,18,9,8,18,16,1,1,1.061,0.133
572,38,Norway,Czech Republic,1,34,31,3.5187,3.738,0.1733,0.2207,4,5,4,6,11,5,5,11,24,13,5,11,13,24,0,2,0.506,1.5019
573,38,Netherlands,Kazakhstan,1,34,39,3.6613,3.2478,0.2218,0.1385,2,3,3,5,3,10,10,3,6,20,10,3,20,6,2,0,1.6554,0.7931
574,38,Slovakia,Ukraine,1,25,30,2.3112,2.9052,0.1926,0.2098,2,3,4,4,11,9,9,11,22,18,9,11,18,22,1,0,0.8092,0.975
575,38,Belgium,France,0,23,30,2.0977,4.2753,0.2089,0.1891,1,2,2,3,7,5,5,7,14,10,5,7,10,14,0,1,0.2529,1.8467
576,39,Slovenia,Hungary,1,24,39,2.5811,3.8205,0.1698,0.2246,2,3,3,5,8,6,6,8,16,12,6,8,12,16,1,2,0.8167,1.129
577,39,Ukraine,Switzerland,0,17,29,1.6595,3.0942,0.1465,0.151,2,4,2,7,9,4,4,9,20,8,4,9,8,20,1,1,0.3924,1.7123
578,39,Romania,Kazakhstan,1,21,35,2.3923,3.5166,0.1656,0.2052,3,4,3,7,7,6,6,7,14,12,6,7,12,14,1,1,0.7562,0.8956
579,39,Japan,Russia,0,28,23,2.9987,2.3379,0.1556,0.1478,5,2,8,2,6,5,5,6,12,10,5,6,10,12,1,1,1.219,0.7027
580,39,Denmark,Belgium,0,19,21,2.5829,2.0595,0.2675,0.1505,3,0,6,0,5,6,6,5,10,12,6,5,12,10,0,0,1.2312,0.6369
581,39,France,Latvia,0,28,17,3.0359,1.835,0.1664,0.1449,1,2,0,2,7,3,3,7,14,6,3,7,6,14,0,0,0.1597,0.5534
582,39,United States,Finland,0,27,25,2.6659,3.2637,0.1543,0.2269,4,1,3,2,11,4,4,11,22,8,4,11,8,22,2,1,0.7328,1.4795
583,39,South Korea,China,0,28,20,2.8002,2.0194,0.1579,0.1482,3,2,5,3,4,3,3,4,8,6,3,4,6,8,1,0,0.9031,0.1482
584,39,Austria,Sweden,1,32,39,2.9989,3.8463,0.2016,0.209,4,5,4,8,10,9,9,10,20,18,9,10,18,20,1,3,1.1205,2.136
585,39,Croatia,Poland,0,26,22,3.6225,2.6198,0.2215,0.2286,4,5,7,6,8,13,13,8,16,26,13,8,26,16,0,4,1.2103,1.4733
586,39,Belarus,Estonia,1,39,36,4.251,3.1056,0.1834,0.149,4,3,4,4,6,7,7,6,12,14,7,6,14,12,1,1,1.1634,1.044
587,39,Lithuania,Great Britain,1,27,24,2.7416,2.916,0.1535,0.225,4,3,7,5,7,1,1,7,14,2,1,7,2,14,0,1,0.6142,1.5762
588,39,Norway,Canada,0,32,25,3.6684,2.6551,0.2424,0.1541,2,1,4,1,6,7,7,6,12,14,7,6,14,12,2,0,1.4013,0.7277
589,39,Spain,Germany,0,25,24,2.9788,2.8165,0.1568,0.168,3,2,5,3,11,6,6,11,22,12,6,11,12,22,0,0,1.0486,0.7487
590,39,Slovakia,Czech Republic,0,27,22,2.6329,2.4224,0.2081,0.1564,5,2,9,0,3,11,11,3,6,24,11,3,24,6,0,0,1.5559,0.1564
591,39,Netherlands,Italy,1,32,34,3.3239,3.0393,0.2255,0.2068,3,2,3,1,3,4,4,3,6,8,4,3,8,6,2,0,0.8597,0.9449
592,40,Kazakhstan,Czech Republic,0,26,29,2.5493,3.3995,0.1947,0.1618,2,6,1,6,9,4,4,9,18,8,4,9,8,18,2,0,0.7096,1.6153
593,40,Romania,Belarus,0,32,21,3.6361,2.162,0.2226,0.1479,4,2,7,4,7,6,6,7,14,12,6,7,12,14,2,2,0.9732,0.5781
594,40,Switzerland,Lithuania,0,19,21,1.8897,2.5414,0.1945,0.2106,2,0,3,0,11,4,4,11,22,8,4,11,8,22,0,0,0.3424,1.1968
595,40,Slovenia,Poland,0,37,24,4.0516,2.7603,0.2201,0.1531,6,2,9,4,4,9,9,4,8,18,9,4,18,8,4,1,1.9832,1.2125
596,40,Russia,Japan,0,35,23,3.727,2.4978,0.1614,0.206,4,0,4,0,9,8,8,9,18,16,8,9,16,18,2,0,1.1479,0.5772
597,40,Finland,Canada,1,29,39,3.1345,4.6247,0.1903,0.2238,2,3,4,4,12,6,6,12,24,12,6,12,12,24,0,1,0,1.9332
598,40,Netherlands,Latvia,1,20,40,1.8647,4.1878,0.2293,0.1481,5,4,5,6,4,4,4,4,8,8,4,4,8,8,2,0,0.4951,1.1512
599,40,China,Sweden,0,25,25,2.2076,2.3031,0.1156,0.2283,3,4,5,5,2,6,6,2,4,12,6,2,12,4,2,0,0.6828,0.106
600,40,Slovakia,Estonia,0,19,21,1.8524,1.8021,0.215,0.1211,0,2,0,3,4,6,6,4,8,12,6,4,12,8,0,0,0.2618,0.1211
601,40,Denmark,United States,0,24,23,2.9439,2.8409,0.1561,0.1829,4,2,4,4,5,7,7,5,10,14,7,5,14,10,3,0,1.5118,0.8724
602,40,Great Britain,France,0,33,20,4.0459,2.0994,0.2394,0.1575,4,0,4,0,7,13,13,7,14,29,13,7,29,14,1,0,2.5192,0
603,40,Germany,Norway,0,22,26,2.3522,3.1703,0.1614,0.1711,2,4,4,5,9,8,8,9,20,16,8,9,16,20,1,2,0.6836,1.3341
604,40,Italy,Spain,1,36,32,4.1925,3.868,0.2294,0.1715,3,2,3,4,8,11,11,8,16,22,11,8,22,16,2,2,2.1235,1.8006
605,40,Austria,Croatia,0,27,23,2.7814,2.0577,0.1401,0.1472,1,5,2,9,7,4,4,7,14,8,4,7,8,14,0,2,0.2959,0.5063
606,40,Hungary,South Korea,0,24,20,2.6644,2.8385,0.1632,0.2412,1,2,2,4,6,4,4,6,12,8,4,6,8,12,0,2,0.7928,1.4485
607,41,Czech Republic,Canada,0,38,22,4.4997,2.1323,0.2423,0.1544,10,3,19,5,7,9,9,7,14,18,9,7,18,14,1,1,1.2152,0.8683
608,41,Croatia,Italy,1,32,44,3.4209,4.8227,0.1658,0.1659,5,6,8,9,7,8,8,7,14,16,8,7,16,14,2,2,0.6411,1.9219
609,41,Great Britain,Switzerland,0,30,25,3.4268,2.5473,0.1729,0.1478,1,2,2,4,4,5,5,4,10,10,5,4,10,10,0,1,1.2999,0.7049
610,41,Latvia,Slovenia,0,12,35,1.4894,3.4955,0.227,0.2107,0,3,0,4,9,5,5,9,18,10,5,9,10,18,0,2,0.1562,1.7024
611,41,China,Japan,1,34,27,3.0832,2.5144,0.145,0.2228,2,3,2,4,7,3,3,7,14,6,3,7,6,14,0,0,0.6299,0.5742
612,41,Russia,Belarus,1,34,36,4.1967,3.8931,0.2381,0.2165,5,4,8,7,11,11,11,11,22,22,11,11,22,22,3,2,2.4467,1.8878
613,41,Sweden,Netherlands,0,30,16,3.1181,1.3422,0.2298,0.1376,4,0,6,0,3,6,6,3,6,12,6,3,12,6,1,0,1.4223,0.2463
614,41,Finland,Lithuania,1,43,41,4.2292,5.3192,0.1555,0.2258,3,2,4,1,14,7,7,14,28,14,7,14,14,28,0,2,0.8734,3.6639
615,41,United States,Romania,1,34,27,3.994,3.3715,0.1485,0.2425,8,7,12,8,6,12,12,6,15,26,12,6,26,15,4,3,2.1036,1.3623
616,41,Denmark,France,1,21,32,2.129,4.7345,0.1482,0.2555,3,4,6,8,9,7,7,9,18,14,7,9,14,18,2,2,1.0089,2.7096
617,41,Ukraine,Poland,0,35,28,3.9905,3.2165,0.235,0.1583,3,4,3,7,6,15,15,6,12,30,15,6,30,12,3,2,2.5011,1.9385
618,41,South Korea,Hungary,0,17,30,2.0299,3.0603,0.1682,0.159,1,2,2,3,5,5,5,5,10,10,5,5,10,10,0,0,0.5367,0.1507
619,41,Estonia,Germany,0,26,24,3.0715,2.7328,0.2048,0.1517,0,3,0,5,4,5,5,4,8,10,5,4,10,8,0,1,1.7103,1.3083
620,41,Spain,Kazakhstan,0,22,29,2.8764,3.1418,0.2512,0.1585,0,3,0,5,5,5,5,5,10,10,5,5,10,10,0,2,1.5011,1.1919
621,41,Slovakia,Belgium,0,23,18,2.3697,1.5985,0.2113,0.1306,3,0,5,0,1,6,6,1,2,12,6,1,12,2,1,0,0.7678,0.1306
622,41,Austria,Norway,0,25,30,2.9891,2.6535,0.1711,0.1326,2,4,3,4,9,10,10,9,18,20,10,9,20,18,2,2,1.018,1.0697
623,42,Romania,Switzerland,0,33,24,3.3733,2.8357,0.1477,0.1566,0,5,0,6,11,6,6,11,22,12,6,11,12,22,0,3,0.6869,1.8067
624,42,Netherlands,Czech Republic,1,18,32,1.6406,3.8182,0.1363,0.2451,4,3,7,6,10,7,7,10,22,14,7,10,14,22,2,0,0.4088,1.0785
625,42,Slovakia,Great Britain,1,32,37,2.9254,4.8449,0.1295,0.2168,3,4,5,6,9,11,11,9,18,22,11,9,22,18,0,1,0.8672,1.6734
626,42,Croatia,Hungary,0,25,18,2.9106,2.1807,0.1496,0.243,4,3,8,4,8,8,8,8,16,16,8,8,16,16,1,0,1.069,0.5643
627,42,United States,Canada,0,21,24,2.1707,2.7934,0.2215,0.2302,1,5,2,10,7,7,7,7,14,14,7,7,14,14,0,2,0.5209,1.3604
628,42,Russia,Denmark,0,36,23,4.8846,2.3539,0.1862,0.2107,5,1,9,2,3,8,8,3,6,16,8,3,16,6,3,0,2.5588,0.5081
629,42,Spain,China,0,27,21,2.2392,2.4081,0.2372,0.1686,3,1,4,0,6,4,4,6,12,8,4,6,8,12,0,0,0.2372,0.8632
630,42,Austria,Norway,0,35,27,5.1437,1.9337,0.2279,0.1162,5,2,10,2,5,14,14,5,13,31,14,5,31,13,5,0,4.0365,0
631,42,France,Finland,0,21,37,2.6283,3.4603,0.195,0.1615,3,5,4,9,6,4,4,6,12,8,4,6,8,12,1,2,0.4716,0.826
632,42,Slovenia,Latvia,0,22,27,1.9589,3.2239,0.1512,0.1658,2,0,4,0,7,6,6,7,14,12,6,7,12,14,1,0,0.6733,1.2208
633,42,South Korea,Belarus,0,37,32,4.5729,3.3374,0.1818,0.215,5,6,8,10,4,5,5,4,8,10,5,4,10,8,2,1,1.1485,0.215
634,42,Belgium,Italy,0,13,17,1.492,1.7298,0.2293,0.1563,1,0,1,0,4,5,5,4,8,10,5,4,10,8,1,0,0.671,0.3126
635,42,Japan,Kazakhstan,0,15,27,1.5964,2.5273,0.1676,0.1418,1,4,2,6,7,8,8,7,14,18,8,7,18,14,0,2,0.3002,1.0406
636,42,Ukraine,Lithuania,0,24,25,1.9068,2.4144,0.1442,0.209,3,4,5,6,6,2,2,6,12,4,2,6,4,12,0,1,0.1192,0.6416
637,42,Estonia,Poland,0,32,24,3.3369,2.7134,0.2158,0.176,2,4,3,8,7,8,8,7,14,16,8,7,16,14,1,0,1.4621,0.4676
638,43,Czech Republic,Slovakia,0,32,23,4.3575,1.4987,0.2346,0.0993,4,1,6,2,6,14,14,6,15,30,14,6,30,15,0,0,2.0263,0.1759
639,43,Switzerland,Norway,0,19,16,2.3016,1.4338,0.1583,0.1185,3,2,5,3,4,8,8,4,8,16,8,4,16,8,2,0,1.3295,0.1185
640,43,Canada,United States,1,36,26,4.4098,2.6328,0.223,0.1474,3,4,5,8,7,7,7,7,14,14,7,7,14,14,1,0,1.9087,0.7052
641,43,Ukraine,Finland,1,21,30,2.4222,3.2808,0.1898,0.2235,4,3,5,4,8,12,12,8,16,24,12,8,24,16,0,1,1.4076,1.0485
642,43,Great Britain,Russia,0,40,25,4.5136,2.6183,0.1542,0.1585,9,3,14,5,4,10,10,4,8,20,10,4,20,8,6,0,2.4439,0.1585
643,43,Japan,Netherlands,0,24,14,2.0889,1.1242,0.1423,0.1349,4,0,5,0,3,2,2,3,6,4,2,3,4,6,0,0,0.1423,0.1349
644,43,Slovenia,Estonia,0,29,45,2.8398,5.2062,0.2484,0.217,2,6,2,11,11,7,7,11,24,14,7,11,14,24,0,3,0.648,3.5178
645,43,China,France,0,38,25,3.4795,2.9789,0.1622,0.1764,2,3,3,6,6,3,3,6,12,8,3,6,8,12,1,0,0.9749,1.0311
646,43,Spain,Denmark,0,22,25,2.428,3.5427,0.1516,0.1942,2,1,4,1,8,4,4,8,19,8,4,8,8,19,0,0,0.3032,0.9136
647,43,Belarus,Belgium,0,30,27,3.6328,2.2163,0.162,0.1371,3,1,5,2,3,4,4,3,6,8,4,3,8,6,1,0,1.0912,0.645
648,43,Poland,Latvia,0,19,15,2.0825,1.55,0.1586,0.1406,0,1,0,2,4,6,6,4,8,12,6,4,12,8,0,0,0.6165,0.2429
649,43,Hungary,Germany,0,25,15,3.3582,1.8561,0.2572,0.2153,2,3,2,6,8,7,7,8,16,14,7,8,14,16,1,1,1.1275,0.8946
650,43,Austria,South Korea,0,18,35,1.7709,4.1006,0.118,0.2245,3,2,5,3,7,1,1,7,14,2,1,7,2,14,0,2,0,1.7924
651,43,Italy,Croatia,0,35,19,3.9168,2.402,0.1999,0.232,5,1,9,1,4,5,5,4,8,13,5,4,13,8,2,1,1.8884,1.0737
652,43,Sweden,Kazakhstan,1,39,36,4.8977,3.061,0.2445,0.212,1,2,2,4,5,10,10,5,10,20,10,5,20,10,0,2,2.4455,1.063
653,44,United States,Russia,1,25,25,2.4951,2.699,0.1687,0.1615,2,3,4,6,9,5,5,9,18,10,5,9,10,18,0,0,0.12,1.4084
654,44,Great Britain,Switzerland,1,30,19,3.6152,2.2068,0.1652,0.1666,3,2,5,4,5,8,8,5,10,16,8,5,16,10,1,1,1.4028,0.5554
655,44,Belarus,Czech Republic,0,34,26,4.0641,2.7968,0.2293,0.1979,3,4,6,7,5,9,9,5,10,20,9,5,20,10,1,0,1.8586,0.3258
656,44,Hungary,China,0,28,16,2.7891,1.9098,0.1624,0.2112,0,4,0,7,8,7,7,8,16,14,7,8,14,16,0,3,0.8117,1.2482
657,44,Latvia,Estonia,1,24,38,2.9899,3.5981,0.2158,0.2063,1,2,1,3,7,4,4,7,14,8,4,7,8,14,0,0,0.1442,0.6587
658,44,Denmark,Finland,0,20,30,2.7345,3.7115,0.2285,0.1634,3,6,4,11,4,7,7,4,8,14,7,4,14,8,2,2,1.586,1.0705
659,44,Kazakhstan,Ukraine,0,25,29,2.4495,3,0.1598,0.2086,3,2,4,2,8,6,6,8,16,12,6,8,12,16,2,1,1.0709,1.831
660,44,Poland,Austria,0,33,36,3.5692,4.2315,0.2144,0.2169,4,5,7,8,9,8,8,9,18,16,8,9,16,18,2,3,0.9834,2.0365
661,44,Sweden,Italy,0,28,23,2.7998,2.3956,0.1738,0.2279,5,3,10,5,4,3,3,4,8,6,3,4,6,8,1,1,0.3406,0.4884
662,44,Croatia,Romania,1,29,30,3.7547,3.5532,0.2366,0.2177,3,4,5,7,5,9,9,5,10,18,9,5,18,10,2,0,1.9957,1.3002
663,44,Canada,Slovakia,1,32,22,4.2341,2.0867,0.2376,0.1572,3,4,4,8,6,11,11,6,12,22,11,6,22,12,0,1,1.825,0.7762
664,44,Lithuania,Slovenia,0,10,29,1.0942,2.6011,0.1534,0.1483,1,0,2,0,8,3,3,8,16,6,3,8,6,16,1,0,0.4533,0.9247
665,44,Japan,Belgium,0,14,24,1.7092,2.6539,0.2234,0.1579,3,2,5,4,8,7,7,8,16,14,7,8,14,16,2,2,0.7508,1.3583
666,44,Germany,France,0,37,22,4.5452,3.2945,0.1925,0.2459,4,1,6,1,6,13,13,6,12,26,13,6,26,12,2,0,3.2771,1.0046
667,44,South Korea,Netherlands,0,30,22,3.8118,2.6401,0.2305,0.2296,4,3,5,6,4,8,8,4,8,16,8,4,16,8,1,1,1.4946,0.958
668,44,Norway,Spain,0,45,22,6.3542,2.468,0.2362,0.2327,7,3,12,2,8,12,12,8,16,26,12,8,26,16,3,2,3.8277,1.264
669,45,Netherlands,Romania,0,27,21,3.5459,1.7355,0.2171,0.1466,2,3,2,5,2,10,10,2,4,20,10,2,20,4,1,1,2.1175,0.2933
670,45,Czech Republic,Norway,1,46,46,6.1416,4.8203,0.2309,0.2135,5,6,7,11,13,12,12,13,26,24,12,13,24,26,3,2,3.1344,1.243
671,45,United States,Germany,1,44,22,5.1494,2.267,0.1455,0.1822,2,3,2,6,9,9,9,9,18,18,9,9,18,18,1,2,2.4846,0.7231
672,45,Belarus,Hungary,0,18,21,2.5825,1.9415,0.2237,0.1679,2,0,4,0,6,8,8,6,12,16,8,6,16,12,1,0,1.5428,0.6739
673,45,Belgium,Estonia,0,30,18,3.4997,2.2243,0.168,0.2542,3,2,6,3,7,6,6,7,14,12,6,7,12,14,2,0,2.1003,0.5885
674,45,Japan,Sweden,0,29,32,3.3671,3.6297,0.2191,0.2246,5,4,10,6,13,12,12,13,29,24,12,13,24,29,0,2,0.6499,0.8143
675,45,Latvia,Ukraine,0,39,31,4.9177,2.2983,0.2336,0.1346,4,1,7,2,8,10,10,8,16,20,10,8,20,16,3,0,2.5135,0.2182
676,45,Finland,Poland,0,36,22,4.9089,2.3567,0.2303,0.2095,8,1,14,1,6,8,8,6,12,16,8,6,16,12,5,1,2.6333,0.6124
677,45,Italy,Canada,1,25,15,2.33,1.56,0.1332,0.1497,2,1,4,2,3,5,5,3,6,10,5,3,10,6,0,0,0.3952,0.1476
678,45,Russia,Slovenia,1,34,44,3.5257,4.3078,0.1575,0.1727,1,2,2,2,8,6,6,8,16,12,6,8,12,16,1,1,0.8861,1.7018
